A部——人类生活必需
本 部 目 录
（参见及附注省略）
B25J机械手；装有操纵装置的容器（单独采摘水果、蔬菜、啤酒花或类似作物的自动装置入A01D 46/30；外科用的针头操纵器入A61B 17/062；与滚轧机有关的机械手入B21B 39/20；与锻压机有关的机械手入B21J 13/10；夹持轮子或其部件的装置入B60B 30/00；起重机入B66C；用于核反应堆中所用的燃料或其他材料的处理设备入G21C 19/00；机械手与加有防辐射的小室或房间的组合结构入G21F 7/06）〔5〕	221
B26手动切割工具；切割；切断	224
B26B不包含在其他类目中的手持切割工具（用于收获的入A01D；用于园艺、林业的入A01G；用于屠宰或肉品处理的入A22；用于制造或修理鞋类的入A43D；指甲刀或切刀入A45D 29/02；厨房用具入A47J；用于外科用途的入A61B 17/00；用于金属的入B23D；用磨料流体喷射切割的入B24C 5/02；带切割刃的钳类工具入B25B 7/22；拔钉钳入B25C 11/02；一般手动器械手柄入B25G；剪断型切刀入B26D；用于刮掉的入B43L 19/00；用于纺织材料的入D06H）	224
B26D切割；用于打孔、冲孔、切割、冲裁或切断的机器的通用零件（用刀或其他切割或扯裂机件来把物料分裂成碎片入B02C18/00；用磨料流体喷射切割入B24C 5/02；手持切割工具入B26B）〔2，5〕	228
B26F打孔；冲孔；切下；冲裁；除切割外的切断（划线、打孔或制作纽扣孔入A41H 25/00；制鞋入A43D；外科手术入A61B；金属冲孔入B21D；金属钻孔入B23B；局部加热金属的切割，例如火焰切割入B23K；用磨料流体喷射切割入B24C 5/02；切断机器的通用零件入B26D；木料钻孔入B27C；石料钻孔入B28D；塑料或塑性状态物质的加工入B29；用纸或经类似加工的材料，例如金属箔，制造盒子、纸板箱、信封或袋子入B31B；玻璃的入C03B；皮革的入C14B；纺织材料的入D06H；用光导的入G02B 6/25；票券的入G07B）〔2，5〕	232
B27  木材或类似材料的加工或保存；一般钉钉机或钉U形钉机	234
B27B用于木材或相似材料的锯；其零件或附件（专门适用于修枝或去枝的锯入A01G3/08；专门适用于砍伐树木的锯设备入A01G23/091；不限于特定类型木锯的特性入B23D；例如锯条固定入B23D51/00；一般机床的机架、床身、立柱或类似的构件入B23Q1/01）〔5〕	234
B27C用于木材或相似材料的木工刨床、钻床、铣床、车床或通用机械（一般机床入B23；用磨料，例如砂纸打磨装置加工木材入B24；这些用途的工具入B27G）	239
B27D加工单板或胶合板（一般将液体或其他流体材料施加于表面入B05；木料的磨削、砂纸打磨或抛光入B24；将黏合剂或胶施加于木材的表面入B27G 11/00；单板的制造入B27L 5/00）	241
B27F木材或相似材料的楔形榫的加工；凸榫；开槽机；钉钉机或钉U形钉机（手持钉钉或钉U形钉工具入B25C；木箱、大型木质方管或木盒的制造入B27M3/34；一般建筑结构的连接，例如建筑结构中使用的暗榫入E04B1/38；一般接合元件，如一般暗榫入F16B）	242
B27G加工木材或类似材料的附属机械和装置；加工木材或类似材料的工具（磨削工具入B24D；锯割工具入B27B33/00；开槽或凿榫眼机械用的工具入B27F5/02；制造刨花、木屑、粉末或类似物的工具入B27L11/00）；加工木材的机械或工具的安全装置	244
B27H弯曲木材或相似材料；制桶；用木材或相似材料制作木轮	246
B27J藤茎、软木或类似材料的机械加工	247
B27K其他类目中不包括的木材的浸渍、着色、染色、漂白，或者用渗入液体处理木材的工艺、设备或材料选择；软木、藤、芦苇、稻草或类似材料的化学或物理处理   〔2〕	248
B27L除去树皮或残留树枝（林业入A01G）；劈裂木材；薄木片、木棒、刨花、木质纤维或木粉的制造	250
B27M不包含在B27B至B27L小类中的木材加工；特种木制品的制造	252
B27N用干燥方法制造物品，带或不带有机黏合剂，物品是由含有木材或其他木质纤维的或类似有机材料的碎粒或纤维构成的（包含水泥质材料的入B28B；处于塑性状态物质的成型入B29C；由纤维悬浮液制造的纤维板入D21J；干燥入F26B 17/00）〔4〕	253
B28加工水泥、黏土或石料	254
B28B黏土或其他陶瓷成分、熔渣或含有水泥材料的混合物，例如灰浆的成型（铸模入B22C；石头或类似石料的加工入B28D；一般在塑性状态中材料的成型入B29C；制造并非完全由这些材料组成的层状制品入B32B；现场成型见E部有关的类）	254
B28C制造黏土；制造含有黏土或水泥材料的混合料，例如灰浆（铸型材料的制备入B22C 5/00）	259
